SEQNOS,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED
1206531,N,U,Y,1,PRIVATE CITIZENS,,Y,1,1,N,,N,,N,,,N,,,Y,HWY 70 & MAIN ST.,,,N,N,,,UNKNOWN,WATER,STORM DRAIN; HOUSE (IN THE BASEMENT); SOIL,STORM DRAIN,UNKNOWN CREEK,,U,,,EXPLOSION METERS ARE COMING IN AND FIRST RESPONDERS ARE BEING CONTACTED.,,,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,THE ROAD CLOSURE IS STILL ONGOING.,EMA; FIRE DEPT; DHEC,,,,,,,N,,,,NO
1206532,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,"SHIP PERSONNEL WERE EVACUATED FROM THE AREA AND MOVED UPWARD ON THE VESSEL, FIRE FIGHTING HOSES WERE PLACED IN A READY STATUS",,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,"JACKSPORT PUC, FD, FIRST RESPONDERS",,,,,,,N,,,,NO
1206534,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,Y,MAIN TRACK,2.5,UNKNOWN,NON-RELEASE (N/A),PASSENGER TRAIN STRUCK A TRESPASSER,,,,U,,,INVESTIGATION UNDERWAY,LOCAL AUTHORITIES (PD),,,,,,,U,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206535,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,APRA HARBOR,APRA HARBOR,,,Y,,,SPILL IS CONTAINED WITHIN THE BOOM AND PADS ARE BEING USED FOR CLEAN UP.,,,,,,,,U,,DARK BLACK,,,,,,,,,,,,,,,,,,,ALL PARTIES WERE NOTIFIED.,,,,,,,,N,,,,NO
1206538,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,CLEANUP COMPLETED,,,,,80,12,SW,U,,BARELY DISCERNIBLE,,,2     SLIGHT (1 - 3 FT),,,,,,,,KNTS,,,,,,,,,,,,,,,,N,,,,NO
1206539,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,NECHES RIVER,NECHES RIVER,,,Y,,,"ABSORBENT BOOMS WERE PLACED IN THE WATER, SHEEN IS CONTAINED, SPILL PADS WERE USED TO CLEAN THE DECK OF THE BARGE.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,RP WILL NOTIFY THEIR OSRO FOR REMEDIATION NEXT.,,,,20,FEET,,,N,,,,NO
1206541,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,TO THE AIR,,,,Y,,,CALLER STATED THE EQUIPMENT WAS VALVED OFF.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206542,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,COOPER RIVER,COOPER RIVER,,,Y,,,DISSIPATE NATURALLY,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206543,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ASPHALT / CATCH BASIN,CATCH BASIN,WINOOSKI RIVER,,Y,,,"BOOMS APPLIED, CLEANUP COMPLETED",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"VT DNR, FD",,,,,,,N,,,,NO
1206544,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,OCEAN,OCEAN,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206545,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,RETAINING POND,RETAINING POND,,,N,,100,"BOOMS APPLIED, MATERIAL CONTAINED, CLEAN UP CREW ON-SITE, CONTRACTOR HAS BEEN HIRED. TRANSFERRING THE TANK CONTENTS TO A DIFFERENT TANK.",,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,BARREL(S),HOUR,NO
1206546,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,SOIL AND GRAVEL,,,,Y,,,ROUTED SODIUM HYPOCHLORITE THROUGH ALTERNATIVE PIPING.  PLANNING TO EXCAVATE SOIL. STILL INVESTIGATING IMPACTED AREA.,,,,RAINY,40,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206547,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,LAND,DUMPING,,,,N,,,NONE.,,,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206548,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HUDSON RIVER,HUDSON RIVER,,,Y,,,"BOOMS APPLIED, ABSORBENTS APPLIED, CLEAN UP UNDERWAY",,1711278,,,,,,U,,,,,,,,,,,,,,,,,,,,,,DEC,,,,,,,N,,,,NO
1206549,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ARANSAS BAY,ARANSAS BAY,,,Y,,,"ABSORBENTS APPLIED, REPAIRS MADE",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TGLO,USCG SECTOR CORPUS CHRISTI,,,,,,N,,,,NO
1206550,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,ISOLATED AND RESTARTED THE UNIT.,,,,CLEAR,12,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206551,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,DRY-DOCK,DRY-DOCK,,,Y,,,"MATERIAL CONTAINED, CLEAN UP UNDERWAY.",,,,,,,,U,,OTHER,,,,,,,,,,,,,,,,,,,,,,,20,FEET,10,FEET,N,,,,NO
1206552,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,AIR,ATMOSPHERE,,,,N,,,UNKNOWN.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"DET, LOCAL MUNICIPALITY",,,,,,,N,,,,NO
1206553,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GRAVEL,,,,Y,,,"ABSORBENTS APPLIED, CONTRACTOR HAS BEEN HIRED.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206554,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,MADE NOTIFICATIONS.,,,,CLEAR,30,,,U,,,,,,,,,,,,,,,,,,,,,,DEP,,,,,,,N,,,,NO
1206555,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,LAKE WORTH CREEK,LAKE WORTH CREEK,,,U,,,MADE NOTIFICATIONS.,,,,OVERCAST,73,,,U,,RAINBOW,E,DIESEL,,,,,,,,,,,,,,,,,,,,,.25,MILES,30,YARDS,N,,,,NO
1206556,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,"CONCRETE, ASPHALT AND STORM DRAIN",STORM DRAIN,,,Y,,,CLEAN UP UNDERWAY,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206557,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,ISOLATED THE SOURCE AND ADJUSTED THE CHEMICAL RATES TO PRODUCED WATER.,,,,,52,20,SSW,U,,BARELY DISCERNIBLE,,,,,,,,,,,MPH,,,,,,,,,,,,2640,FEET,12,FEET,N,,,,NO
1206558,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,EAST RIVER,EAST RIVER,,,N,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"NY DEC, DEQ",USCG,,,,,,N,,,,NO
1206559,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,SOIL,,,,Y,,,PLANNING TO BURN OFF THE DIESEL.,,,,SNOWY,0,30,,U,,,,,,,,,,,,,MPH,,,,,,,,,ADEC; ADNR; NORTH SLOPE BOROUGH,,,,,,,N,,,,NO
1206560,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,Y,,,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,NON-RELEASE (N/A),"PD, FD EMS",,,,,,,U,,,,,,,,,S,,,,,,,,,,,,,"PD, FD EMS",,,,,,,N,,,,NO
1206561,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,BALLAST,,,,,Y,,,CONTRACTOR PETROCHEM ON ROUTE. LOCAL MECHANICAL PERSONEL WORKING ON CLEANUP.,,,,RAINY,43,,,U,,,,,,,,,,,,,,,,,,,,,,DEM,,,,,,,N,,,,NO
1206562,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,Y,,,"VAC TRUCK USED, SECURED OPERATIONS, CLEAN UP CREW ON-SITE, CLEAN UP UNDERWAY, CONTRACTOR HAS BEEN HIRED.","TENN EMA, KINGSPORT FD",,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206564,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,CONTAINMENT / DIRT,,,,Y,,,CLEAN UP UNDERWAY,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TCEQ,,,,,,,N,,,,NO
1206565,U,U,N,,,,U,,,U,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,POTENTIAL,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,USCG SECTOR,,,,,,N,,,,NO
1206567,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,POND,POND,,,Y,,,CLEANUP CREW ON ROUTE.,,,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,FIELD CREW ERIC BOZMAN 4052139559,OCC,,,,,,,N,,,,NO
1206568,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,,,,,SUNNY,75,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206569,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,CATCH BASIN,CATCH BASIN,,,Y,,,CLEAN UP UNDERWAY,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"DEC, DOH",,,,,,,N,,,,NO
1206571,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,POTENTIALLY INTO GULF OF MEXICO,,,,U,,,COMMERCIAL SALVAGE PLANS TO COME RECOVER VESSEL.,,,,CLEAR,48,20,,U,,,,,,,,,,,,,KNTS,,,,,,,,,,,,,,,,N,,,,NO
1206574,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE- NO OFF SITE IMPACT,,,,Y,,,NONE,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,PHMSA,,,,,,N,,,,NO
1206576,N,U,Y,,PRIVATE CITIZENS,,N,,,Y,1,U,,N,,,N,,,U,,,,N,N,,,LOW,LAND,APARTMENT BUILDING,,,,U,,,THE BUILDING IS SCHEDULED TO BE DEMOLISHED BY BURNING ON 14 MAR 2018. U.S. EPA IS ALSO RESPONDING TO PROVIDE AIR MONITORING SUPPORT.,"LOCAL FD, LOCAL PD",,,,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER STATED DODGE COUNTY SHERIFFS DEPT WAS ON THE SCENE AS WELL.,"LOCAL FD, LOCAL PD, WI DNR","FBI, ATF",,,,,,N,,,,NO
1206578,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ MARINA,MARINA,,,U,,,BOOM WAS DEPLOYED.,,,,OVERCAST,74,,,U,,RAINBOW,,GASOLINE,,,,,,,,,,,,,,,,,,,USCG,,,,,,N,,,,NO
1206579,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),FATALITY,,,,U,,,,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206580,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PEARL HARBOR,PEARL HARBOR,PACIFIC OCEAN,,Y,,,"NON-RECOVERABLE, CREWS ON-SCENE",,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,PORT OPS,,,,,,N,,,,NO
1206581,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,NOTIFICATIONS,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206582,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,"/ ATMOSPHERE, GROUND, POTENTIALLY CALFKILLER RIVER",,,,U,,,MADE NOTIFICATIONS.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,DNR,,,,,,,N,,,,NO
1206583,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BELLINGHAM BAY,BELLINGHAM BAY,,,Y,,,ABSORBENTS APPLIED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"DEQ, PORT",,,50,METERS,30,METERS,N,,,,NO
1206584,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ WILLAMETTE RIVER,WILLAMETTE RIVER,,,Y,,,CONTRACTORS ARE ON SITE CONDUCTING CLEAN UP.,,,,CLEAR,60,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,CALLER WILL BE MAKING ADDITIONAL NOTIFICATIONS (FEDERAL AND STATE).,,,,20,FEET,,,N,,,,NO
1206586,Y,Y,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,,,,,Y,,,THE FIRE WAS EXTINGUISHED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206588,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,PAVEMENT,,,,Y,,,ABSORBENTS APPLIED,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206589,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PAVEMENT/ STORM DRAIN,,,,Y,,,DEPLOYED ABSORBENTS AROUND STORM DRAINS AND ON PAVEMENT.,PORT OF TACOMA,,,CLEAR,55,,,U,,,,,,,,,,,,,,,,,,,,,,PORT OF TACOMA,,,,,,,N,,,,NO
1206591,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,BALLAST,,,,,Y,,,"SHIPPER WILL HANDLE CLEANUP, PADS DEPLOYED",,,,SUNNY,52,,,U,,,,,,,,,,,,,,,,,,,,,,ALEMA,,,,,,,N,,,,NO
1206592,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ GULF OF MEXICO,GULF OF MEXICO,,,Y,,,MADE NOTIFICATION.  ENGINE WAS SHUT DOWN AND BARRIER WAS PUT IN PLACE TO CONTAIN OVERSPLASH.,,,,PARTLY CLOUDY,,15,NE,U,,RAINBOW,,,2     SLIGHT (1 - 3 FT),,W,,,,,,MPH,,,,,,,,,,,,120,FEET,120,FEET,N,,,,NO
1206593,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,THIMBELBERRY BAY,THIMBELBERRY BAY,,,N,,,SHEEN WAS UNRECOVERABLE.  USCG IS INVESTIGATING THE SOURCE OF THE SHEEN.,,18119906801,,,,,,U,,,,PETROLEUM,,,,,,,,,,,,,,,,,,DEC,USCG,,,,,,N,,,,NO
1206594,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,N,,,"ABSORBENTS APPLIED, CLEAN UP CREW ON-SITE, CONTRACTOR HAS BEEN HIRED",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206595,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,"SECURED AND REPAIRED PSV, BACK ON LINE",,,,SUNNY,65,,,U,,BARELY DISCERNIBLE,,,4     ROUGH (5 - 8 FT),2,S,,,,,,,,,,KNTS,,,,,,,,30,FEET,50,FEET,Y,,,,NO
1206598,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,KEYPORT HARBOR / RARITAN BAY,KEYPORT HARBOR,RARITAN BAY,,U,,,NOTIFICATIONS.,,,,,,,,U,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206601,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BANANA RIVER,BANANA RIVER,,,U,,,,,,,SUNNY,75,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206602,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,SOIL,,,,Y,,,"SECURED OPERATIONS, CLEAN UP CREW ON-SITE.",,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,COES,,,,,,,N,,,,NO
1206603,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,UNKNOWN LOCATION INTO SOIL,,,,N,,,"CONTRACTOR WILL RESPOND, REPLACING LOST LIQUID WITH WATER AS A TEMPORARY SOLUTION",,218-0554,,SUNNY,,,,U,,,,,,,,,,,,,,,,,,,,,,ORES,,,,,,,N,,,,NO
1206604,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,U,,,"CLOSED THE GAP, BOOMS APPLIED, ABSORBENTS APPLIED.",,,,,,,,U,,BARELY DISCERNIBLE,,,,,,,,,,,,,,,,,,,,,,,100,FEET,20,FEET,N,,,,NO
1206605,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ ROCK RIVER,ROCK RIVER,,,U,,,MADE NOTIFICATION.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,DNR,,,,,,,N,,,,NO
1206606,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HUDSON RIVER,HUDSON RIVER,,,U,,,DEPLOYED ABSORBENTS.,,1711301,,CLEAR,42,,,U,,SILVERY,,,,,,,,,,,,,,,,,,,,NY DEC,,,2,FEET,2,FEET,N,,,,NO
1206607,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,Y,,,UNKNOWN,NON-RELEASE (N/A),FATALITY,,,,Y,,,INVESTIGATION UNDERWAY,BEDFORD COUNTY PD & FD,,,,,,,U,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,N,,,,NO
1206609,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,CANAL,CANAL,,,U,,,,,,,,,,,U,,LIGHT BROWN,,,,,,,,,,,,,,,,,,,,,,,200,YARDS,,,N,,,,NO
1206610,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,PARKING LOT,,,,Y,,,"PADS DEPLOYED, SCRUBBED CONCRETE",,,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206611,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SEYBOLD CANAL,SEYBOLD CANAL,MIAMI RIVER,,Y,,,DEPLOYED BOOM.,,,,PARTLY CLOUDY,75,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,4,FEET,4,FEET,N,,,,NO
1206613,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),POTENTIALLY NARRAGANSETT BAY,,,,U,,,USCG ON-SCENE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,USCG SECSNE,,,,,,N,,,,NO
1206615,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,///POTENTIAL RELEASE/// EMERYVILLE MARINA,,,,U,,,NOTIFICATIONS,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,///POTENTIAL RELEASE///,,,,,,,,N,,,,NO
1206616,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,/ DIRT,,,,Y,,,MADE NOTIFICATION.  MATERIAL WAS BERMED IN PLACE.  CONTRACTORS RESPONDED FOR CLEAN UP.  LINE WAS REPAIRED.,,,,PARTLY CLOUDY,44,,,U,,,,,,,,,,,,,,,,,,,,,,SC DHEC,,,,,,,N,,,,NO
1206617,N,U,N,,,,Y,1,1,Y,1,N,,N,,,N,,,N,,,,N,Y,SINGLE MAIN,1,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,PD/FD/EMS ON-SCENE,PD/FD/EMS,,,OVERCAST,32,,,U,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,,NO
1206618,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,"/ UNNAMED CREEK, DIRT",UNNAMED CREEK,,,Y,,,MADE NOTIFICATION.  RESPONSE PERSONNEL ARE ON SCENE.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,OH EPA,,,,,,,N,,,,NO
1206619,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,"ISOLATED LINE, BLED LINE AND REPAIRED IT",,,,,65,21,N,U,,,,,4     ROUGH (5 - 8 FT),1,S,,,,,,KNTS,,,,KNTS,,,,,,,,,,,,Y,,,,NO
1206620,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ BAY ST. ELAINE,BAY ST. ELAINE,,,U,,,LINE WAS ISOLATED AND BLED DOWN.  BOOM WAS DEPLOYED. CONTRACTORS ARE ENROUTE.,,,,PARTLY CLOUDY,59,15,N,U,,RAINBOW,,,,,,,,,,,MPH,,,,,,,,CALLER WILL BE MAKING STATE NOTIFICATIONS.,,,,,,,,N,,,,NO
1206621,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,CALLER STATED THEY ARE WORKING WITH IDAHO DEQ ON CONTROLLED TECHNOLOGY FOR REDUCING MERCURY EMISSIONS. CALLER STATED THIS IS A ON GOING PROJECT.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206623,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ STORM DRAIN,STORM DRAIN,PASSAIC RIVER,,Y,,,CONTRACTORS ARE SCENE CONDUCTING CLEAN UP.,,,,PARTLY CLOUDY,42,,,U,,,,,,,,,,,,,,,,,,,,,18-03-12-1248-13,NJDEP,,,,,,,N,,,,NO
1206624,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,UNKNOWN,,,,,N,,,NONE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206625,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,/ DIRT,,,,U,,,MADE NOTIFICATIONS.  ABSORBENTS WERE APPLIED.,,,,OVERCAST,37,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1206626,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,,,,Y,,,STOPPED THE RELEASE.  BYPASSED THE SYSTEM.,,,,RAINY,40,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
