SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG
1210384,CALLER STATED THEY ARE REPORTING A SPILL OF MOTOR OIL FROM A VESSEL FIRE DUE TO UNKNOWN CAUSES. CALLER STATED THE CAUSE MAY BE ELECTRICAL. CALLER STATED A SHEEN WAS SEEN ON THE WATER.,VESSEL,UNKNOWN,4/4/18 9:00,OCCURRED,1 MILE WEST OF TABLE BLUFF,,,,,CA,HUMBOLDT,,,,,,,,,,,,,,,,N
1210385,CALLER REPORTED AN UNKNOWN AMOUNT OF SWARF (A HEAVY METAL) IS BEING RELEASED ONTO THE GROUND FROM A WATER JET MACHINE. THIS HAS BEEN ONGOING FOR TWO YEARS.,FIXED,DUMPING,4/26/18 13:14,OCCURRED,,3104 WAYBE MADISON ROAD,,,TRENTON,OH,BUTLER,,,,,,,,,,,,,,,,N
1210386,CALLER STATED WATER IS POURING FROM THE DECK OF THE FISHING VESSEL VALIANT AND IS CAUSING A SHEEN ON THE WATER OF LAKE UNION.,VESSEL,UNKNOWN,4/26/18 10:18,DISCOVERED,,FISHERMANS TERMINAL,IN LAKE UNION SHIP CANAL,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N
1210387,UNKNOWN SHEEN SIGHTING.  EXACT SOURCE OF THE SHEEN IS UNKNOWN AT THIS TIME.  CALLER STATES THE SHEEN APPEARS TO COVER A 3X3FT AREA IN THE WATER BUT IT IS UNKNOWN HOW DEEP IT GOES BECAUSE IT MAY BE COMING FROM A DRAINAGE PIPE.  CALLER ALSO STATES THE MATERIAL LOOKS LIKE OIL.,UNKNOWN SHEEN,UNKNOWN,4/26/18 11:30,OCCURRED,SANTA FE RIVER; INTERSECTION OF SANDOVAL ST & WEST ALAMEDA,,,,SANTA FE,NM,SANTA FE,,,,,,,,,,,,,,,,N
1210389,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE TENNESSEE RIVER.,UNKNOWN SHEEN,UNKNOWN,4/26/18 12:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,MILE 259.8 TENNESSEE RIVER,,,FLORENCE,AL,LAUDERDALE,,,,,,,,,,,,,,,,N
1210390,UNKNOWN OIL DISCHARGED FROM A VESSEL DUE TO AN OPERATOR ERROR (OVERFLOW OF A WATER TANK).,VESSEL,OPERATOR ERROR,4/26/18 10:50,OCCURRED,NW DOCK 1 SOUTH,3919 18TH AVE WEST,,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N
1210392,CALLER STATED THERE WAS A SPILL OF MOTOR OIL FROM A VESSEL DUE TO FILLING THE WRONG TANK.,VESSEL,OPERATOR ERROR,4/26/18 11:15,OCCURRED,FISHERMAN'S TERMINAL,,,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N
1210394,CALLER IS REPORTING A SPILL OF A QUARTER GALLON OF VEGETABLE BASED BIO-DEGRADABLE HYDRAULIC OIL FROM A HYDRAULIC LINE ON A DREDGE.,VESSEL,EQUIPMENT FAILURE,4/26/18 10:56,OCCURRED,SANTA CRUZ PORT DISTRICT,135 5TH AVE,,,SANTA CRUZ,CA,SANTA CRUZ,95062,,,,,,,,,,,,,,,N
1210395,CALLER STATES THE RESPONSIBLE PARTY HAS BEEN DUMPING OIL CANS IN THE BACK OF THEIR PROPERTY AND THEY ALSO DUMP THEIR USED TIRES ALL OVER THE AREA.  THIS HAS BEEN ONGOING FOR SEVERAL YEARS AND IT IS IMPACTING ADJACENT PROPERTIES.,FIXED,DUMPING,4/26/18 12:00,OCCURRED,BEHIND THE SHOP,2629 GARRISONVILLE RD,,,STAFFORD,VA,STAFFORD,,,,,,,,,,,,,,,,N
1210396,CALLER STATED THERE WAS A SPILL OF DIESEL FUEL FROM A TRAILER TRUCK'S SADDLE TANK DUE TO A ROLL OVER.,MOBILE,UNKNOWN,4/26/18 13:50,OCCURRED,CLOSEST ADDRESS TO LOCATION,2034 U. S. 35,,,SOUTHSIDE,WV,MASON,,,,,,,,,,,,,,,,N
1210397,CALLER REPORTED AT A CONSTRUCTION SITE THEY ARE WASHING OFF THE TRUCKS AND THE CONCRETE DEBRIS WASH OFF IS BEING RELEASED INTO THE SEWER SYSTEM.,FIXED,OTHER,4/26/18 14:51,OCCURRED,,3080 BROADWAY/ 122 STREET,,,NEW YORK,NY,NEW YORK (MANHATTAN),,,,,,,,,,,,,,,,N
1210398,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE PACIFIC OCEAN.,UNKNOWN SHEEN,UNKNOWN,4/26/18 11:48,OCCURRED,UNKNOWN SHEEN INCIDENT,SEE LAT LONG,,,MANHATTAN BEACH,CA,LOS ANGELES,,,,,33,53,24,N,118,28,48,W,,,,N
1210399,CALLER STATED THAT THEY BELIEVE FREON IS BEING RELEASED AT NIGHT FROM A VENT ON THE HOUSE FROM THE HOURS OF MIDNIGHT TO APPROXIMATELY 4:00 A.M.  CALLER NOTICED ICE FORMATIONS AROUND THE VENT THE RELEASE IS COMING FROM.  CALLER STATED THE RELEASE IS CAUSING ADVERSE HEALTH EFFECTS TO OTHER INDIVIDUALS.,FIXED,DUMPING,4/25/18 7:00,DISCOVERED,,8388 DALE WOOD,,,WEEKI WACHEE,FL,HERNANDO,,,,,,,,,,,,,,,,N
1210400,CALLER REPORTED UNIDENTIFIED BARRELS WASHED UP ACROSS FROM THE LOWER NECHES VALLEY AUTHORITY CANAL. THERE IS NO VISIBLE DAMAGE TO THEM. IT IS SUSPECTED THAT THEY WASHED UP FROM HURRICANE HARVEY. WHEN YOU APPROACH THE BARRELS THERE IS A STRONG SMELL.,STORAGE TANK,UNKNOWN,2/1/18 9:00,OCCURRED,,11134 BURGE ROAD,ACROSS THE CANAL,,LUMBERTON,TX,HARDIN,,,,,,,,,,,,,,,,Y
1210401,DIESEL FUEL DISCHARGED FROM A SADDLE TANK DUE TO A TRACTOR TRAILER TRUCK THAT CAUGHT ON FIRE DUE TO AN UNKNOWN CAUSE AT THIS TIME.,MOBILE,UNKNOWN,4/26/18 12:09,OCCURRED,,200 VARGA LANE,,,SOMERSET,NJ,SOMERSET,,,,,,,,,,,,,,,,N
1210403,CALLER STATED THAT A FLOW BROKE RELEASING 50 BARRELS OF PRODUCED WATER WITH AN UNKNOWN AMOUNT ENTERING THE COLORADO RIVER.,PIPELINE,EQUIPMENT FAILURE,4/26/18 14:20,DISCOVERED,SEE LAT/LON,,,,,TX,MITCHELL,,,,,32,28,42,N,100,56,57,W,,,,N
1210406,"***48 HOUR PHMSA UPDATE TO REPORT NO 1210278***

UPDATE:
-NO UPDATES

ORIGINAL DESCRIPTION:
 
CALLER STATED THAT THEY DISCOVERED LEAKING FROM STATION PIPING WHICH IS  APPROXIMATED AT 2 BARRELS OF CRUDE OIL TO THE GROUND. CALLER IS REPORTING THAT THEY WILL EXCEED 50,000 DOLLAR REPORTABLE QUANTITY. 
",PIPELINE,EQUIPMENT FAILURE,4/20/18 11:05,OCCURRED,,908 ESCO RD,,,HOUSTON,OK,PAYNE,77064,,,,,,,,,,,,,,,N
1210407,CALLER STATES THE RESPONSIBLE PARTY HAS A LEACH BED PIPE RUNNING DIRECTLY INTO A CREEK AND THIS HAS BEEN ONGOING FOR NINE YEARS.  CALLER ALSO STATES THE RESPONSIBLE PARTY HAS MULTIPLE PROPERTIES IN THE AREA WITH THE SAME ISSUE.,PIPELINE,OTHER,4/26/18 12:00,OCCURRED,,15013 D RD.,,GREENWOOD TOWNSHIP,ATLANTIC,PA,CRAWFORD,,,,,,,,,,,,,,,,N
1210408,CALLER REPORTED A LEAK FROM A FAULTY FILTER ON A GENERATOR.,FIXED,EQUIPMENT FAILURE,4/25/18 13:08,DISCOVERED,,243 BIG BUCK RD,,,DIXON MILLS,AL,MARENGO,,,,,,,,,,,,,,,,N
1210409,"///THIS IS A 48 HOUR PHMSA REQUIRED UPDATE TO NRC REPORT# 1210226.///THE UPDATE TO THE REPORT IS THAT AT 0245 THE REPAIRS HAVE BEEN MADE AND THE PIPELINE HAS BEEN RETURNED TO SERVICE.


CALLER REPORTS THAT A THIRD PARTY DAMAGED A PIPELINE WHEN DIGGING. CALLER STATES  THAT THIS DAMAGE RESULTED IN THE DISCHARGE OF NATURAL GAS INTO THE ATMOSPHERE.
  
  
  


",PIPELINE,OPERATOR ERROR,4/26/18 2:45,DISCOVERED,,SEE LAT/LONG,,,,NM,LEA,,,,,32,3,35,N,103,18,25,W,,,,N
1210412,CALLER REPORTED WHILE STARTING A HYDROGEN COMPRESSOR THERE WAS A LEAK DISCOVERED IN THE PACKING.,FIXED,EQUIPMENT FAILURE,4/26/18 15:00,OCCURRED,,2201 OLD SPANISH TRAIL,,,WESTLAKE,LA,CALCASIEU,70669,,,,,,,,,,,,,,,Y
1210413,CALLER REPORTED A SUNKEN VESSEL THAT IS OLD AND DECAYING.,VESSEL,VESSEL SINKING,4/26/18 9:00,DISCOVERED,,BAYSHORE RD AND PALM BEACH BLVD,,,FT MYERS,FL,LEE,,,,,,,,,,,,,,,,Y
1210414,1.5  - 2 GALLONS OF SOAP (FOAM) RELEASED FROM A SOAP TANK DUE TO AN OVERFILL CAUSED BY AN EQUIPMENT FAILURE.,STORAGE TANK,EQUIPMENT FAILURE,4/4/18 12:23,OCCURRED,INDUSTRIAL MANUFACTURING FACILITY,1240 ALEXANDER AVE,,,TACOMA,WA,PIERCE,98421,,,,,,,,,,,,,,,N
1210415,CALLER REPORTED AN UNKNOWN AMOUNT OF A BLACK PRODUCT ON THE RAILROAD RIGHT OF WAY FROM AN UNKNOWN SOURCE.,FIXED,UNKNOWN,4/26/18 13:41,OCCURRED,,S DOUGLASS/ UTAH AVE,,,EL SEGUNDO,CA,LOS ANGELES,,,,,,,,,,,,,,,,N
1210416,///THIS IS A 48 HOUR PHMSA REQUIRED UPDATE.//// THE UPDATE IS THAT THE FIRE DEPARTMENT ARE LEANING TOWARDS NATURAL GAS NOT BEING THE CAUSE OF THE INCIDENT.,FIXED,UNKNOWN,4/26/18 17:00,DISCOVERED,,13973 YUCCA ST NW,,,ANDOVER,MN,ANOKA,,,,,,,,,,,,,,,,N
1210418,TRESPASSER FATALITY INVOLVED WITH A FREIGHT TRAIN AT A GRADE CROSSING.,RAILROAD NON-RELEASE,TRESPASSER,4/26/18 15:26,OCCURRED,MILEPOST: 12.77,WEST RD,,,JERSEY VILLAGE,TX,HARRIS,,,,,,,,,,,,,,,,N
1210419,CALLER REPORTED AN ACTIVE FIRE EVENT WHILE MAINTENANCE WAS BEING CONDUCTED ON A TANK. THE CAUSE IS UNKNOWN .,STORAGE TANK,UNKNOWN,4/26/18 16:00,DISCOVERED,,9243 GULF BEACH HWY,,,CAMERON,LA,CAMERON,,,,,,,,,,,,,,,,N
1210420,CALLER STATES THE RESPONSIBLE PARTY DUMPED USED MOTOR OIL ONTO THE CURB OF THE STREET WHICH EVENTUALLY GOT INTO A NEARBY STORM DRAIN.,FIXED,DUMPING,4/22/18 12:00,OCCURRED,,45TH ST & GEORGIA ST.,,,AMARILLO,TX,RANDALL,,,,,,,,,,,,,,,,N
1210421,CALLER REPORTED A BOX TRUCK HAD A HOLE IN THE RADIATOR CAUSING A SPILL OF MATERIALS TO A STORM DRAIN.,MOBILE,EQUIPMENT FAILURE,4/26/18 17:36,DISCOVERED,,4102 LOST SPRING DR,,,AGUORA HILLS,CA,LOS ANGELES,,,,,,,,,,,,,,,,N
1210422,CALLER REPORTED THE HOUSING AGENCY WAS DUMPING A BLUE CHEMICAL INTO THE WATER AND NOW AS A RESULT THERE ARE FISH DYING IN THE WATER. IT IS BELIEVED TO BE A POISON OF SOME SORT.,FIXED,DUMPING,4/25/18 15:00,DISCOVERED,,6784 EAST CEDAR AVE,APT 511,,DENVER,CO,DENVER,,,,,,,,,,,,,,,,N
1210423,"//////THIS IS AN UPDATE FOR NRC REPORT NUMBER 1210367.////////

UPDATED INFO:
- THE REFINERY REIGNITED.
- APPROX. 40,000 BARRELS OF ASPHALT IS BURNING IN PLACE; THE FIRE IS TOO HOT FOR FIREFIGHTERS TO COMBAT.
- REPORTS INDICATE ONLY FIVE CASUALTIES (NON-FATAL).
- MANDATORY EVACUATIONS ARE IN PLACE, THERE IS A THREE-MILE RADIUS AROUND THE FACILITY AND 10-MILE RADIUS TO THE SOUTH.
- PLUME TRAJECTORIES ARE TO THE SOUTH, BUT WINDS ARE EXPECTED TO SHIFT OUT OF THE EAST.
- THE ENTRYWAY TO LAKE SUPERIOR IS CLOSED TO TRAFFIC; THIS AFFECTED ONE FACILITY AND TWO VESSELS.

ORIGINAL REPORT:
CALLER STATED THAT AN UNKNOWN HYDROCARBON WAS RELEASED TO THE AIR AFTER AN EXPLOSION DURING THE SHUT DOWN OF EQUIPMENT.  EXACT MATERIAL IS UNKNOWN, CAUSE IS UNKNOWN.
",FIXED,EXPLOSION,4/26/18 10:00,OCCURRED,,2407 STINSON AVE,,,SUPERIOR,WI,DOUGLAS,54880,,,,,,,,,,,,,,,N
1210424,CALLER REPORTED A TRAIN NEARLY STRUCK A PASSENGER CAR RESULTING IN A DELAY IN PASSENGER SERVICE. THE TRAIN HAD TO GO INTO EMERGENCY BRAKING.,RAILROAD NON-RELEASE,OTHER,4/26/18 15:20,OCCURRED,,MP 17.93,,,SAN MATEO,CA,SAN MATEO,,,,,,,,,,,,,,,,N
1210427,CALLER REPORTED A TRUCK ROLLED OVER AND CAUSED A RELEASE OF MATERIALS DUE TO UNKNOWN REASONS.,MOBILE,OTHER,4/26/18 16:15,DISCOVERED,,I-55 AT LATCH LANE INTERSECTION,,,JACKSON,MO,CAPE GIRARDEAU,,,,,,,,,,,,,,,,N
1210428,CALLER REPORTED A CUSTOMER WAS INATTENTIVE AND OVERFILLED 27 GALLONS OF GASOLINE ONTO THE GROUND.,FIXED,OPERATOR ERROR,4/26/18 18:00,OCCURRED,,981 CASSVILLE WHITE RD,,,CARTERSVILLE,GA,BARTOW,,,,,,,,,,,,,,,,N
1210429,LESS THAN A CUP OF AROMATIC CONCENTRATE (HYDROCARBON) RELEASED FROM A WHARF LOADING ARM DUE TO AN EQUIPMENT FAILURE.,FIXED,EQUIPMENT FAILURE,4/26/18 18:50,OCCURRED,CHEMICAL PLANT,2775 GULF STATES RD.,,,BEAUMONT,TX,JEFFERSON,77701,,,,,,,,,,,,,,,N
1210430,CALLER REPORTED A SPILL OF MATERIALS WHILE TRANSFERRING FUEL. THE MATERIALS WERE NOTICED COMING FROM THE VENTS.,VESSEL,OTHER,4/26/18 16:00,OCCURRED,NORTHERN BERING SEA,200 MILES FROM SHORE,,,,AK,ANCHORAGE,,,,,58,43,0,N,163,27,0,W,,,,N
1210433,"///////THIS IS A 48-HOUR UPDATE FOR NRC REPORT NUMBER 1210242.  CALLER STATES INITIAL REPORT STANDS AND EVERYTHING ON THE ORIGINAL REPORT IS THE SAME AND CLEANUP OPERATIONS ARE BEING COMPLETED./////////

ORIGINAL REPORT:
CALLER IS REPORTING A DISCHARGE OF CRUDE OIL FROM A PIPELINE.  CAUSE OF DISCHARGE  IS UNKNOWN.
",PIPELINE,UNKNOWN,4/24/18 18:25,DISCOVERED,SEE LAT / LONG,,,,POYNOR,TX,HENDERSON,,,,,32,6,7,N,95,34,18,W,,,,N
1210434,*******NEEC REPORT**********MESSAGE TRAFFIC RELAYED INFORMATION OF A RAW SEWAGE RELEASE EXCEEDANCE DUE TO HEAVY SNOW MELT IN THE AREA.,FIXED,OTHER,4/26/18 13:26,DISCOVERED,,8020 HWY 3B TRAIL,,,BRITISH COLUMBIA,CN,BRITISH COLUMBIA,,,,,,,,,,,,,,,,N
1210435,CALLER STATES NAPHTHALENE IS BEING RELEASED FROM AN EXHAUST FAN BECAUSE IT IS PUSHING OUT THE MATERIAL FROM INSIDE THE BUILDING AND THEY ARE NOT SUPPOSED TO BE DOING THAT.  CALLER ALSO STATES THE MATERIAL IS IMPACTING A NEARBY PARKING LOT AREA AND WHEN IT RAINS THE MATERIAL GETS WASHED DOWN INTO STORM DRAINS.  THIS HAS BEEN ONGOING FOR NINE YEARS.,FIXED,OTHER,4/26/18 12:00,OCCURRED,WAREHOUSE,BUILDING 100,21 ST.,,KENOVA,WV,WAYNE,,,,,,,,,,,,,,,,N
1210436,"AN UNKNOWN AMOUNT OF CRUDE AND WATER MIXTURE DISCHARGED FROM A PIPELINE, DUE TO UNKNOWN CAUSES.",PIPELINE,UNKNOWN,4/26/18 17:00,OCCURRED,,1017 SOOTE AVE,,,WILMINGTON,CA,LOS ANGELES,90744,,,,,,,,,,,,,,,N
1210437,THE M/V BURNS HARBOR OBSERVED SEVERAL 5X5FT. SHEEN PATCHES AT THE ARCELOR MITTAL TERMINAL; SOURCE IS UNKNOWN.,UNKNOWN SHEEN,UNKNOWN,4/26/18 19:00,OCCURRED,* ARCELOR MITTAL STEEL COMPANY,,,,BURNS HARBOR,IN,PORTER,,,,,,,,,,,,,,,,N
1210439,CALLER STATED CITY CREW WORKERS WERE REPAIRING A GAS LINE WHEN IT RUPTURED AND CAUGHT FIRE. CALLER STATED THREE (3) CITY WORKERS WERE INJURED AND TAKEN TO THE HOSPITAL. THE EXACT CAUSE OF THE RELEASE IS UNKNOWN AT THIS TIME.,PIPELINE,UNKNOWN,4/26/18 16:18,OCCURRED,,501 N. BROADWAY,,,CLEVELAND,OK,PAWNEE,,,,,,,,,,,,,,,,N
1210440,"THE REPORTING SOURCE WAS FLYING A DRONE, WHEN HE CAPTURED WHAT APPEARS TO BE AN OIL SLICK ON THE ROADWAY LEAKING FROM A FIBERGLASS STORAGE TANK (ALLEGEDLY CONNECTED TO A WELL).",STORAGE TANK,UNKNOWN,4/26/18 19:30,OCCURRED,* COUNTY ROAD 213 (OFF 213 ONTO A PRIVATE ROAD),,,,ROTAN (POSSIBLY ?),TX,FISHER,,,,,,,,,,,,,,,,N
1210441,AN UNKNOWN AMOUNT (POSSIBLY GREATER THAN 100LBS) OF A O-XYLENE AND TOLUENE MIXTURE RELEASED FROM A HOSE ON A TANKER TRUCK. WHILE OFF-LOADING PRODUCT INTO A STORAGE TANK THE HOSE LOOSENED (INITIAL CAUSE UNKNOWN).,MOBILE,UNKNOWN,4/26/18 21:20,OCCURRED,,2114 LARRY JEFFERS RD.,,,ELGIN,SC,KERSHAW,29045,,,,,,,,,,,,,,,N
1210442,"CALLER STATED ONE OUNCE OF HYDRAULIC OIL DRIPPED FROM A LINE ON A CRANE (DOCK SIDE) INTO THE COLUMBIA RIVER, DUE TO UNKNOWN CAUSES AT THIS TIME.",FIXED,UNKNOWN,4/26/18 16:30,OCCURRED,,6305 NORTHWEST OLD LOWER RIVER RD.,,,VANCOUVER,WA,CLARK,98660,,,,,,,,,,,,,,,N
1210443,"*** POTENTIAL/PRECAUTIONARY POLLUTION REPORT***

THE M/V FEDERAL TWEED IS GROUNDED ON THE SW PASS OF THE MISSISSIPPI RIVER. INITIAL CAUSE OF INCIDENT IS UNKNOWN. NO INJURIES OR DAMAGES REPORTED.

* RP PROVIDED LITTLE INFORMATION.",VESSEL,UNKNOWN,4/26/18 20:30,OCCURRED,MISSISSIPPI RIVER,,,,,LA,SOUTH PASS AREA,,,,,28,54,0,N,89,26,0,W,,,,Y
1210444,"FIFTY GALLONS OF GASOLINE DISCHARGED FROM A TANKER TRUCK, DUE TO UNKNOWN CAUSES (POSSIBLE THEFT INCIDENT). THE DRIVER PARKED HIS VEHICLE AND WHEN HE RETURNED, THE VALVE WAS OPENED AND FUEL WAS LEAKING FROM THE TRAILER.",MOBILE,UNKNOWN,4/26/18 21:00,OCCURRED,,HWY 117 & 118,,,SMITHVILLE,AR,LAWRENCE,,,,,,,,,,,,,,,,N
1210445,CALLER STATED THREE (3) HOPPER CARS DERAILED IN A RAILYARD DURING HUMPING OPERATIONS DUE TO UNKNOWN CAUSES. NO INJURIES OR RELEASE OF MATERIAL REPORTED.,RAILROAD NON-RELEASE,DERAILMENT,4/25/18 22:10,OCCURRED,SELKIRK RAIL YARD,,,,SELKIRK,NY,ALBANY,,,,,,,,,,,,,,,,N
1210446,CALLER STATED THAT THE THERMAL OXIDIZER MALFUNCTIONED CAUSING A RELEASE OF AN UNKNOWN AMOUNT OF ANHYDROUS AMMONIA TO THE ATMOSPHERE.,FIXED,EQUIPMENT FAILURE,4/27/18 6:00,DISCOVERED,,2200 ROUTE 837,,,JEFFERSON HILLS,PA,ALLEGHENY,,,,,,,,,,,,,,,,N
1210447,"ON 23APR2018, FOUR (4) EMPTY RAILCARS DERAILED WHILE SHOVING ON THE SWITCH TRACK. DAMAGES ARE AT AN ESTIMATED $161,746.00",RAILROAD NON-RELEASE,DERAILMENT,4/23/18 18:14,OCCURRED,SELKIRK RAILYARD,,,,SELKIRK,NY,ALBANY,,,,,,,,,,,,,,,,N
1210448,"CALLER STATED THAT A U.P. TRAIN DERAILED 4 CARS. THE CARS DAMAGED A LOCOMOTIVE FROM ANOTHER TRAIN CAUSING IT TO DERAIL AS WELL. NO RELEASES OF MATERIALS, NO INJURIES.",RAILROAD NON-RELEASE,DERAILMENT,4/27/18 0:40,OCCURRED,,MURRAY YARD,,,KANSAS CITY,MO,PLATTE,,,,,,,,,,,,,,,,N
1210449,CALLER STATED THEY HAD A SPILL OF 2 OUNCES OF CRUDE OIL FROM A SUB C PUMP HOT STAB PORT DURING THE CHANGE OUT  PUMP PROCESS. CALLER STATED THIS IS A PUMP THAT SITS ON THE SEA FLOOR. THIS SPILL WAS VIEWED ON THE ROV CAMERA.,PIPELINE,OTHER,4/26/18 16:35,OCCURRED,WALKER RIDGE 667,LAT 26-17-86 N,LONG 91-05-64.69 W,,,LA,WALKER RIDGE AREA,,,,,26,17,,N,91,5,,W,,,,N
1210450,CALLER STATED THEY HAD A RELEASE OF VOLATILE ORGANIC COMPOUNDS AND BENZENE FROM A FLARE STACK DUE TO THE PLANT LOSING THE FLARE FLAME.,FIXED,EQUIPMENT FAILURE,4/27/18 5:25,OCCURRED,,1300 CANTWELL LANE,,,CORPUS CHRISTI,TX,NUECES,,,,,,,,,,,,,,,,N
1210452,CALLER STATED AMTRAK TRAIN NUMBER 75 STRUCK A TRESPASSER WALKING ON A TRAIN BRIDGE RESULTING IN A FATALITY.,RAILROAD NON-RELEASE,TRESPASSER,4/27/18 8:30,OCCURRED,MILE POST H1.08,,,,GREENSBORO,NC,GUILFORD,,,,,,,,,,,,,,,,N
1210453,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE KILL VAN KULL.,UNKNOWN SHEEN,UNKNOWN,4/27/18 8:45,DISCOVERED,UNKNOWN SHEEN INCIDENT,250 EAST 22ND ST,,,BAYONNE,NJ,HUDSON,07002,,,,,,,,,,,,,,,N
1210454,"CALLER STATED THAT THERE IS VEGETATION ON THE PROPERTY THAT HAS BEEN DYING. CALLER BELIEVES THAT IT IS FROM ALLOWING AUTOMOTIVE FLUIDS TO RUN ONTO THE PROPERTY FROM SCRAPING AUTOMOBILES. CALLER STATED THAT THEY HAVE NOT SEEN ANY RELEASES, HOWEVER THEY CAN'T BELIEVE IT WAS FROM ANYONE ELSE.",FIXED,DUMPING,4/27/18 9:00,DISCOVERED,,1136 MATOAKA RD,,,ROCK,WV,MERCER,,,,,,,,,,,,,,,,Y
1210455,CALLER STATED THAT A CAR HIT A POLE CAUSING THE REGULATOR TO FALL AND RUPTURE.  THIS CAUSED 44 GALLONS OF MINERAL (PCB CONTENT IS UNKNOWN) TO BE RELEASED ONTO THE GROUND WITH APPROXIMATELY 25 GALLONS ENTERING A STORM DRAIN.,FIXED,OTHER,4/26/18 20:00,OCCURRED,,221 NORTH ADAMS AVE,,,CAMDEN,AR,OUACHITA,,,,,,,,,,,,,,,,N
1210457,CALLER REPORTED A BARREL OF CRUDE OIL WAS RELEASED ONTO THE GROUND FROM A RUPTURED FLOW LINE.,FIXED,EQUIPMENT FAILURE,4/26/18 13:00,DISCOVERED,,SEE LAT AND LONG,,,PAWHUSKA,OK,OSAGE,,,,,36,46,24,N,96,10,3,W,,,,N
1210458,"***UPDATE TO REPORT NUMBER 1210264 (WHICH WAS A 48HR REQUIRED PHMSA UPDATE TO REPORT NUMBER 1210037)***

UPDATES: 
-QUANITITY RELEASED HAS BEEN CALCULATED OUT TO 9,114 POUNDS.
-PIPELINE TYPE HAS BEEN UPDATED FROM DISTRIBUTION TO TRANSMISSION.
-ALL OTHER ELEMENTS REMAIN THE SAME.

ORIGINAL REPORT:
CALLER IS REPORTING THAT A VALVE IS RELEASING VAPORS DUE TO  EQUIPMENT FAILURE.  

",PIPELINE,EQUIPMENT FAILURE,4/23/18 8:00,OCCURRED,,6347 STONEWALL RD,,,SOUR LAKE,TX,HARDIN,,,,,,,,,,,,,,,,N
1210460,CALLER REPORTED A POTENTIAL RELEASE OF 7500 GALLONS OF ANHYDROUS AMMONIA FROM A CARGO TANKER.  THERE WAS SOME REAR END DAMAGE TO THE TANKER BUT NOT THE CYLINDER.,MOBILE,TRANSPORT ACCIDENT,4/27/18 6:20,OCCURRED,,SEE LAT LONG,,,DUBUQUE,IA,DUBUQUE,,,,,42,30,0,N,90,39,36,W,,,,Y
1210461,CALLER STATED DEVELOPED A LEAK AND RELEASED APPROXIMATELY 50 GALLONS OF LUBRICATING OIL TO THE SUMP. APPROXIMATELY 20 GALLONS OF THAT MATERIAL MADE IT TO THE LOCK CHAMBER OF THE LOCKS.,FIXED,EQUIPMENT FAILURE,4/27/18 7:00,DISCOVERED,,265 KENTUCKY LOCK RD,,,GRAND RIVERS,KY,LIVINGSTON,,,,,,,,,,,,,,,,N
1210462,CALLER STATED 30 GALLONS OF DIESEL FUEL RELEASED AFTER BEING OVERFILLED ONTO TRACK MATTING AND BALLAST. NO IMPACT TO A WATERWAY.,RAILROAD,OPERATOR ERROR,4/27/18 9:55,DISCOVERED,,4400 CSX DR,,,NASHVILLE,TN,DAVIDSON,,,,,,,,,,,,,,,,N
1210463,"***48 HOUR PHMSA UPDATE TO REPORT NO 1210358***

UPDATE:
-RELEASE VOLUME OF 100 BARRELS.

ORIGINAL DESCRIPTION:
CALLER REPORTED 50 BARRELS OF DIESEL FUEL WAS RELEASED ONTO THE GROUND FROM A  PIPELINE DUE TO UNKNOWN CAUSES.
",PIPELINE,UNKNOWN,4/26/18 9:04,OCCURRED,,SEE LAT LONG,,,WELCH,OK,WAGONER,,,,,35,51,50,N,95,15,5,W,,,,N
1210465,CALLER STATED THAT ORANGE GLOBS OF AN UNKNOWN MATERIAL IS FREE FLOATING IN THE WATER OF THE SHIP CHANNEL TOWARDS THE TOWN.  MATERIAL IS UNKNOWN.,UNKNOWN SHEEN,UNKNOWN,4/27/18 10:50,DISCOVERED,UNKNOWN SHEEN INCIDENT,SHIP CHANNEL,,,CHARLOTTE AMALIE,VI,ST. THOMAS,,,,,,,,,,,,,,,,N
